37.881534 -4.249202 0.399879
37.787159 -4.224363 0.400196
37.312780 -4.255838 0.400791
37.974418 -4.269893 0.399974
38.111892 -4.236249 0.402621
37.113940 -4.233247 0.408044
38.285289 -4.269321 0.422138
38.016080 -4.214950 0.425704
37.877061 -4.234458 0.425324
38.437606 -4.223131 0.434490
34.433894 -4.204299 0.401245
34.300916 -4.193373 0.404589
36.136053 -4.290160 0.405421
37.819561 -4.386789 0.404965
34.799261 -4.226141 0.418928
35.373382 -4.232846 0.419972
35.024980 -4.234122 0.427716
35.549607 -4.194769 0.427824
35.491939 -4.264134 0.428670
34.490246 -4.175115 0.434208
32.229641 -4.175921 0.402341
32.015474 -4.248997 0.404176
33.313290 -4.232963 0.401024
33.294735 -4.249373 0.403119
31.139835 -4.180302 0.412212
32.960410 -4.281803 0.405938
31.351036 -4.173381 0.414863
33.307398 -4.258038 0.407331
33.954039 -4.283220 0.406762
37.758546 -4.494900 0.399474
37.697130 -4.514066 0.399612
37.852466 -4.440420 0.400626
36.311637 -4.470205 0.406939
33.029675 -4.216708 0.420085
35.284264 -4.293286 0.412493
34.508833 -4.232074 0.416008
37.299037 -4.484174 0.408666
38.544850 -4.570477 0.407496
37.589093 -4.437880 0.408392
37.402109 -4.404536 0.409155
33.761036 -4.274776 0.423319
33.159067 -4.187200 0.425728
32.550570 -4.219025 0.427887
37.388798 -4.453891 0.409394
32.778333 -4.217951 0.428270
32.131856 -4.197561 0.431124
37.331847 -4.514035 0.410634
37.330114 -4.512726 0.410459
37.334541 -4.454675 0.410947
37.110742 -4.439798 0.411599
37.144330 -4.389522 0.411808
34.806692 -4.240761 0.420775
38.538197 -4.567428 0.410181
38.532892 -4.585950 0.410725
33.796075 -4.237105 0.427222
38.440014 -4.512326 0.412188
33.943771 -4.200773 0.427295
34.683234 -4.279322 0.427049
33.798327 -4.184903 0.428955
33.659206 -4.221107 0.429047
38.417824 -4.510859 0.415706
35.777796 -4.401350 0.425492
34.492103 -4.283119 0.429982
37.700117 -4.465605 0.423724
35.566674 -4.348175 0.431308
36.072296 -4.348524 0.430814
37.938901 -4.463758 0.426375
37.932585 -4.508236 0.430602
30.567561 -4.203059 0.399979
31.433163 -4.291404 0.402418
30.632508 -4.207498 0.406536
30.390942 -4.228686 0.411319
30.921551 -4.232910 0.412732
34.454899 -4.428057 0.401167
30.475225 -4.211166 0.417753
30.442633 -4.186136 0.416935
35.292950 -4.540897 0.400153
31.182297 -4.280632 0.416422
30.823739 -4.266647 0.417234
34.199751 -4.476462 0.406628
31.730519 -4.235740 0.415237
33.146390 -4.383666 0.411432
33.195235 -4.355354 0.411526
31.833952 -4.266094 0.417337
33.725364 -4.408755 0.411587
33.675466 -4.361522 0.412647
30.964609 -4.232283 0.425210
34.353847 -4.471374 0.411425
38.011545 -4.583779 0.400319
31.118960 -4.197757 0.426242
30.984695 -4.219203 0.427504
35.775883 -4.496110 0.408212
32.169045 -4.276001 0.422498
33.030826 -4.355636 0.419528
31.424850 -4.234055 0.428117
31.398941 -4.265665 0.428221
32.116220 -4.261330 0.425865
33.930238 -4.382895 0.419216
32.341536 -4.297283 0.425833
31.823469 -4.227282 0.426895
31.651875 -4.247593 0.428054
34.724572 -4.484248 0.415973
31.853132 -4.235145 0.428160
31.570214 -4.293133 0.429648
31.421462 -4.246951 0.430539
31.407742 -4.238472 0.430531
31.305077 -4.230075 0.431184
34.281934 -4.408422 0.419193
32.353293 -4.243416 0.427711
35.008693 -4.410690 0.418254
33.435387 -4.364771 0.424864
32.215661 -4.216545 0.429100
34.673237 -4.461089 0.420961
35.020737 -4.389740 0.419982
34.869792 -4.442575 0.420695
32.377322 -4.288682 0.430321
36.421520 -4.553553 0.419987
32.961922 -4.252595 0.432352
38.074849 -4.667334 0.415895
36.892203 -4.567478 0.419145
35.746901 -4.486238 0.424952
36.898081 -4.593260 0.421376
34.575538 -4.409219 0.429779
34.539396 -4.439528 0.429702
33.888957 -4.300029 0.433158
37.061211 -4.500490 0.425245
37.549823 -4.538885 0.426717
37.962059 -4.579685 0.429410
31.168164 -4.472148 0.399563
31.261020 -4.356328 0.399895
33.250763 -4.456424 0.401236
31.979250 -4.455745 0.405843
31.133958 -4.390400 0.411702
33.116403 -4.512167 0.407020
30.682836 -4.405414 0.416702
32.045995 -4.391435 0.413076
33.836115 -4.600943 0.405567
32.775266 -4.505812 0.411896
32.244948 -4.377681 0.413743
31.333333 -4.347748 0.416576
34.262310 -4.566270 0.406879
34.332724 -4.596314 0.407768
33.030648 -4.410166 0.414729
32.214463 -4.436694 0.416624
37.104262 -4.784070 0.400596
37.744014 -4.744665 0.400083
31.694901 -4.373826 0.422388
34.408339 -4.549988 0.412359
30.881416 -4.381280 0.427754
31.113342 -4.364786 0.428548
30.963546 -4.295255 0.429058
38.055410 -4.832103 0.402369
35.676225 -4.654911 0.409669
33.871828 -4.563859 0.416824
37.924731 -4.712192 0.403977
34.759243 -4.585429 0.415156
34.285079 -4.583838 0.416263
32.346435 -4.364778 0.423809
31.777121 -4.429789 0.427332
31.585090 -4.365242 0.428586
31.524737 -4.420229 0.428659
30.748887 -4.301947 0.432982
30.557195 -4.352980 0.433569
34.914009 -4.582053 0.416003
31.051545 -4.350119 0.433305
32.423047 -4.380793 0.429766
33.545935 -4.509223 0.426148
32.392628 -4.386184 0.430631
36.806283 -4.648056 0.414985
35.810984 -4.601180 0.417931
32.247071 -4.364330 0.431882
31.738188 -4.363364 0.435240
38.339583 -4.790598 0.411138
33.798276 -4.506480 0.426846
32.469786 -4.452911 0.432932
37.992221 -4.793579 0.412491
37.038766 -4.730429 0.416869
36.435840 -4.700510 0.419783
34.740668 -4.527112 0.426893
37.048218 -4.729598 0.417522
34.309423 -4.520553 0.429226
33.749695 -4.512910 0.430661
34.859462 -4.537359 0.429284
33.816432 -4.425284 0.433333
38.431476 -4.712034 0.416996
35.801215 -4.652461 0.427229
38.212556 -4.746726 0.419690
34.078205 -4.446753 0.435077
35.807857 -4.580524 0.431041
38.465758 -4.775369 0.422547
36.560354 -4.562078 0.431504
38.281244 -4.755788 0.426971
36.729049 -4.650863 0.433053
37.395773 -4.707404 0.434839
38.080599 -4.669497 0.434239
38.501944 -4.764823 0.434067
30.690014 -4.530894 0.404170
30.812904 -4.466703 0.406633
33.231621 -4.591911 0.406787
32.175155 -4.597469 0.412469
30.698055 -4.469773 0.420163
30.460586 -4.432701 0.421234
34.221111 -4.657692 0.407259
32.288210 -4.513805 0.414925
30.599126 -4.484135 0.423231
30.585730 -4.451050 0.423026
36.488184 -4.885269 0.401044
30.679617 -4.407946 0.425052
37.504899 -4.818590 0.399080
30.460284 -4.456696 0.426552
36.993949 -4.812919 0.401848
31.423698 -4.423706 0.427628
31.062666 -4.436174 0.429873
30.897289 -4.429570 0.429659
31.827861 -4.553577 0.427488
34.823459 -4.741068 0.415645
31.814199 -4.549499 0.427961
31.406182 -4.438075 0.429737
30.637868 -4.451732 0.433234
30.462499 -4.399589 0.433856
31.261716 -4.494068 0.431730
30.945057 -4.446916 0.433947
31.916051 -4.519624 0.429879
31.412234 -4.496201 0.431609
31.108031 -4.477760 0.433077
31.044399 -4.480310 0.433945
36.925412 -4.757427 0.411804
31.454084 -4.442169 0.432656
37.700868 -4.862770 0.408911
36.393468 -4.767814 0.414470
35.118386 -4.646352 0.419410
34.302596 -4.585977 0.422655
33.705825 -4.575462 0.425858
32.283111 -4.532920 0.431863
38.209897 -4.847784 0.411091
32.959327 -4.524354 0.430345
32.299982 -4.455865 0.433902
37.191433 -4.881902 0.414657
34.263285 -4.678192 0.426387
38.193373 -4.854925 0.414206
34.141683 -4.661762 0.429258
36.611122 -4.769928 0.422466
36.443558 -4.722821 0.427005
36.941493 -4.796607 0.425870
36.580253 -4.773012 0.427335
36.209063 -4.689814 0.428950
36.117659 -4.669440 0.429564
36.033730 -4.681980 0.429909
36.068824 -4.687291 0.429702
36.892777 -4.779361 0.427144
36.618052 -4.746892 0.429102
38.279031 -4.866864 0.424380
37.486934 -4.789178 0.428650
38.155053 -4.841570 0.426525
30.226680 -4.601286 0.408798
32.790391 -4.704341 0.400365
31.301116 -4.660706 0.409879
31.418722 -4.602866 0.410822
