0.080353 13.473305 -23.117219 9.559402
0.082224 16.874132 -0.451792 -15.061850
0.084140 13.483305 -3.810707 -31.051756
0.086099 33.638263 6.122038 -48.842329
0.088105 20.164958 11.794731 -10.357906
0.090157 30.257437 -51.117401 98.068917
0.092257 0.080000 0.014320 -0.008539
0.094406 20.254958 -46.059566 49.414281
0.096605 10.182479 18.749427 -16.440639
0.098855 10.172479 40.381037 46.132488
0.101158 40.101051 75.934479 34.690064
0.103514 16.904132 -9.848584 -17.251734
0.105925 67.276526 -54.627640 -1.133078
0.108393 33.698263 13.439832 17.966809
0.110917 20.105526 50.414461 79.489855
0.113501 16.934132 -15.690554 -23.701191
0.116145 50.532395 30.829721 -6.814287
0.118850 30.357437 14.415916 17.000347
0.121619 40.439916 -3.457205 -29.791341
0.124451 30.417437 -55.688514 39.857070
0.127350 67.236526 -25.668523 -73.511914
0.130317 70.627353 114.386765 68.772826
0.133352 90.742311 -74.066206 -27.427548
0.136458 120.949748 115.190065 56.283614
0.139637 94.103137 65.575744 -79.434738
0.142889 94.113137 -14.773279 101.096153
0.146218 104.255616 -52.134402 29.987989
0.149624 104.205616 -38.161529 91.929156
0.153109 84.150658 -57.749542 76.272133
0.156675 180.287679 131.604512 7.530475
0.160325 53.913221 9.692928 25.659153
0.164059 165.429135 -10.597939 -148.074607
0.167880 151.227185 -79.336250 -26.888432
0.171791 161.140799 57.913089 -27.426864
0.175792 186.780468 -43.850853 -206.853878
0.179887 174.628060 68.441502 219.024361
0.184077 166.135344 -17.340513 -59.675762
0.188365 197.871940 -127.232894 -51.194781
0.192752 266.165409 -226.477797 165.513166
0.197242 210.356252 21.496753 -156.346744
0.201837 226.262306 -7.321769 -201.795452
0.206538 241.504910 -15.339982 182.392279
0.211349 204.523244 25.534223 -132.461575
0.216272 290.288354 47.579225 150.238079
0.221309 239.271838 13.397526 -16.929807
0.226464 241.237906 69.163932 -260.257196
0.231739 197.260719 -81.091794 -72.793081
0.237137 330.332017 -80.796543 -127.391727
0.242661 269.341842 57.944946 88.902820
0.248313 266.258379 -117.427124 28.832874
0.254097 258.621999 122.295633 -55.613293
0.260016 216.145407 -2.817107 -156.742389
0.266073 217.043622 -28.506800 152.870641
0.272270 141.746731 24.287805 -8.625862
0.278612 172.235092 31.079410 35.381535
0.285102 247.783768 -75.499975 -94.385035
0.291743 178.654371 -4.706670 93.175625
0.298538 187.851297 -98.201585 -77.814496
0.305492 202.427884 -46.271011 59.467292
0.312608 197.560327 -6.835565 2.840474
0.319890 196.619562 10.619086 88.137003
0.327341 151.448013 -16.861344 118.721410
0.334965 150.289525 65.664202 3.285430
0.342768 116.872322 30.926845 -60.153419
0.350752 129.188948 -26.057059 -72.429227
0.358922 183.355115 -17.346782 91.339208
0.367282 123.889341 -10.580978 11.269134
0.375837 130.341139 -24.119887 -12.687293
0.384592 107.282052 -13.242090 -14.036745
0.393550 95.069165 -10.132873 10.241682
0.402717 94.930513 -5.384263 8.274949
0.412098 84.714014 15.490276 0.585889
0.421697 96.629448 -47.219642 10.811009
0.431519 94.878365 36.873521 32.351843
0.441570 60.926562 10.408088 -14.614122
0.451856 78.715495 22.230186 -35.574055
0.462381 64.176388 12.698261 -32.939084
0.473151 63.006380 -5.217806 2.176722
0.484172 57.819546 36.136338 29.434820
0.495450 46.550566 1.062342 2.864329
0.506991 49.498198 15.174114 -5.848788
0.518800 46.833698 4.980287 -20.793836
0.530884 48.132950 14.721303 -23.884615
0.543250 36.598312 4.827839 2.126873
0.555904 33.642378 1.219479 -0.069010
0.568853 37.778932 19.426566 -12.035767
0.582103 36.692272 -5.638750 -11.031874
0.595662 37.751414 -3.813445 11.870449
0.609537 30.164616 11.056680 -10.697265
0.623735 34.315543 4.780580 -1.398951
0.638263 29.337216 8.342516 -5.112315
0.653131 30.534343 4.542117 4.456088
0.668344 27.176116 -1.191520 -4.011436
0.683912 21.698694 3.699721 0.820523
0.699842 25.480976 -2.991866 -2.694652
0.716143 22.012574 -0.445882 -4.318765
0.732825 21.724478 5.201379 -1.375723
0.749894 26.008661 4.403839 -1.565710
0.767361 28.687274 -0.082372 -3.327088
0.785236 19.625893 2.446007 -0.995292
0.803526 17.014183 3.892117 -1.314981
0.822243 19.339948 4.292516 0.000083
0.841395 16.375027 3.731934 -2.976532
0.860994 16.133056 1.425259 3.795492
0.881049 16.837607 0.088572 -4.125859
0.901571 15.170221 -3.462389 -0.701647
0.922571 12.530669 -1.304535 -6.469026
0.944061 14.975586 2.620742 3.194134
0.966051 11.733915 -0.276292 0.305961
0.988553 11.017886 -1.854590 0.553442
1.011579 12.730762 1.947946 -0.673565
1.035142 10.370286 -1.312925 2.456327
1.059254 8.856046 -1.067767 -1.142895
1.083927 9.065702 0.112833 -0.352156
1.109175 8.990427 -1.450473 -1.198120
1.135011 8.691196 0.160672 -0.669439
1.161449 8.257599 -0.031959 2.334166
1.188502 7.622426 1.336987 1.771854
1.216186 6.498813 -1.119682 0.334970
1.244515 7.313856 -2.594741 1.762653
1.273503 6.423785 -0.715794 1.757105
1.303167 6.069147 1.177553 0.486337
1.333521 5.985696 0.089854 0.530583
1.364583 6.740025 2.561503 -0.170800
1.396368 5.523735 -0.412579 0.593685
1.428894 5.804101 -1.592080 -0.778043
1.462177 5.585465 -0.567068 -0.380454
1.496236 5.259927 -1.295645 1.345120
1.531087 4.560816 -0.095746 -0.347714
1.566751 4.807307 -0.169319 0.586335
1.603245 4.472436 -1.195983 -0.339704
1.640590 3.743688 -0.611861 -0.660920
1.678804 4.407738 1.447328 -1.128449
