1.003943e-02 	 3.135508e+04 	 1.639649e+04 	 6.121076e+02 
1.011875e-02 	 3.143310e+04 	 1.639131e+04 	 6.051194e+02 
1.019870e-02 	 3.151010e+04 	 1.639173e+04 	 6.289010e+02 
1.027928e-02 	 3.158602e+04 	 1.638652e+04 	 6.224160e+02 
1.036050e-02 	 3.166079e+04 	 1.638679e+04 	 6.460961e+02 
1.044236e-02 	 3.173439e+04 	 1.638154e+04 	 6.401107e+02 
1.052487e-02 	 3.180683e+04 	 1.638166e+04 	 6.636973e+02 
1.060803e-02 	 3.187815e+04 	 1.637637e+04 	 6.582078e+02 
1.069185e-02 	 3.194824e+04 	 1.637633e+04 	 6.817087e+02 
1.077633e-02 	 3.201684e+04 	 1.637099e+04 	 6.767114e+02 
1.086147e-02 	 3.208380e+04 	 1.637080e+04 	 7.001343e+02 
1.094729e-02 	 3.214940e+04 	 1.636541e+04 	 6.956254e+02 
1.103379e-02 	 3.221403e+04 	 1.636506e+04 	 7.189774e+02 
1.112097e-02 	 3.227782e+04 	 1.635960e+04 	 7.149532e+02 
1.120884e-02 	 3.234058e+04 	 1.635909e+04 	 7.382413e+02 
1.129740e-02 	 3.240207e+04 	 1.635357e+04 	 7.346978e+02 
1.138666e-02 	 3.246195e+04 	 1.635289e+04 	 7.579286e+02 
1.147663e-02 	 3.251981e+04 	 1.634730e+04 	 7.548617e+02 
1.156731e-02 	 3.257564e+04 	 1.634645e+04 	 7.780416e+02 
1.165871e-02 	 3.262995e+04 	 1.634078e+04 	 7.754472e+02 
1.175083e-02 	 3.268323e+04 	 1.633976e+04 	 7.985820e+02 
1.184367e-02 	 3.273538e+04 	 1.633401e+04 	 7.964557e+02 
1.193725e-02 	 3.278603e+04 	 1.633281e+04 	 8.195512e+02 
1.203157e-02 	 3.283502e+04 	 1.632697e+04 	 8.178884e+02 
1.212663e-02 	 3.288261e+04 	 1.632558e+04 	 8.409497e+02 
1.222245e-02 	 3.292907e+04 	 1.631965e+04 	 8.397458e+02 
1.231902e-02 	 3.297407e+04 	 1.631807e+04 	 8.627778e+02 
1.241636e-02 	 3.301701e+04 	 1.631204e+04 	 8.620277e+02 
1.251446e-02 	 3.305762e+04 	 1.631027e+04 	 8.850348e+02 
1.261334e-02 	 3.309649e+04 	 1.630412e+04 	 8.847334e+02 
1.271300e-02 	 3.313430e+04 	 1.630216e+04 	 9.077194e+02 
1.281345e-02 	 3.317083e+04 	 1.629590e+04 	 9.078612e+02 
1.291469e-02 	 3.320530e+04 	 1.629372e+04 	 9.308298e+02 
1.301673e-02 	 3.323723e+04 	 1.628734e+04 	 9.314090e+02 
1.311958e-02 	 3.326724e+04 	 1.628496e+04 	 9.543631e+02 
1.322324e-02 	 3.329609e+04 	 1.627845e+04 	 9.553737e+02 
1.332772e-02 	 3.332382e+04 	 1.627585e+04 	 9.783158e+02 
1.343303e-02 	 3.334978e+04 	 1.626920e+04 	 9.797513e+02 
1.353916e-02 	 3.337344e+04 	 1.626638e+04 	 1.002683e+03 
1.364614e-02 	 3.339484e+04 	 1.625958e+04 	 1.004537e+03 
1.375396e-02 	 3.341418e+04 	 1.625653e+04 	 1.027461e+03 
1.386263e-02 	 3.343148e+04 	 1.624957e+04 	 1.029725e+03 
1.397216e-02 	 3.344667e+04 	 1.624629e+04 	 1.052641e+03 
1.408256e-02 	 3.345969e+04 	 1.623917e+04 	 1.055309e+03 
1.419383e-02 	 3.347075e+04 	 1.623564e+04 	 1.078218e+03 
1.430598e-02 	 3.348009e+04 	 1.622835e+04 	 1.081281e+03 
1.441901e-02 	 3.348780e+04 	 1.622457e+04 	 1.104182e+03 
1.453294e-02 	 3.349369e+04 	 1.621710e+04 	 1.107631e+03 
1.464777e-02 	 3.349756e+04 	 1.621307e+04 	 1.130523e+03 
1.476350e-02 	 3.349913e+04 	 1.620540e+04 	 1.134350e+03 
1.488015e-02 	 3.349810e+04 	 1.620110e+04 	 1.157232e+03 
1.499773e-02 	 3.349451e+04 	 1.619324e+04 	 1.161428e+03 
1.511623e-02 	 3.348892e+04 	 1.618866e+04 	 1.184297e+03 
1.523566e-02 	 3.348189e+04 	 1.618059e+04 	 1.188850e+03 
1.535604e-02 	 3.347319e+04 	 1.617573e+04 	 1.211703e+03 
1.547737e-02 	 3.346220e+04 	 1.616743e+04 	 1.216604e+03 
1.559966e-02 	 3.344854e+04 	 1.616228e+04 	 1.239438e+03 
1.572292e-02 	 3.343232e+04 	 1.615375e+04 	 1.244674e+03 
1.584715e-02 	 3.341373e+04 	 1.614830e+04 	 1.267484e+03 
1.597236e-02 	 3.339274e+04 	 1.613953e+04 	 1.273044e+03 
1.609856e-02 	 3.336926e+04 	 1.613376e+04 	 1.295824e+03 
1.622576e-02 	 3.334329e+04 	 1.612474e+04 	 1.301695e+03 
1.635396e-02 	 3.331509e+04 	 1.611865e+04 	 1.324441e+03 
1.648318e-02 	 3.328495e+04 	 1.610936e+04 	 1.330610e+03 
1.661342e-02 	 3.325283e+04 	 1.610294e+04 	 1.353313e+03 
1.674468e-02 	 3.321839e+04 	 1.609338e+04 	 1.359766e+03 
1.687699e-02 	 3.318139e+04 	 1.608661e+04 	 1.382419e+03 
1.701034e-02 	 3.314184e+04 	 1.607676e+04 	 1.389141e+03 
1.714474e-02 	 3.309980e+04 	 1.606964e+04 	 1.411735e+03 
1.728020e-02 	 3.305533e+04 	 1.605949e+04 	 1.418712e+03 
1.741674e-02 	 3.300843e+04 	 1.605201e+04 	 1.441238e+03 
1.755435e-02 	 3.295916e+04 	 1.604154e+04 	 1.448452e+03 
1.769305e-02 	 3.290756e+04 	 1.603368e+04 	 1.470899e+03 
1.783285e-02 	 3.285368e+04 	 1.602289e+04 	 1.478335e+03 
1.797375e-02 	 3.279737e+04 	 1.601464e+04 	 1.500692e+03 
