1.003402e-02 	 5.229531e-01 	 1.920581e-02 
1.010241e-02 	 5.218158e-01 	 1.950538e-02 
1.017126e-02 	 5.205961e-01 	 1.958825e-02 
1.024058e-02 	 5.194911e-01 	 1.988975e-02 
1.031037e-02 	 5.183066e-01 	 1.997881e-02 
1.038064e-02 	 5.172357e-01 	 2.028244e-02 
1.045139e-02 	 5.160874e-01 	 2.037776e-02 
1.052262e-02 	 5.150504e-01 	 2.068366e-02 
1.059434e-02 	 5.139368e-01 	 2.078522e-02 
1.066654e-02 	 5.129327e-01 	 2.109349e-02 
1.073924e-02 	 5.118567e-01 	 2.120147e-02 
1.081243e-02 	 5.108932e-01 	 2.151256e-02 
1.088612e-02 	 5.098610e-01 	 2.162726e-02 
1.096031e-02 	 5.089348e-01 	 2.194120e-02 
1.103501e-02 	 5.079332e-01 	 2.206213e-02 
1.111022e-02 	 5.070308e-01 	 2.237847e-02 
1.118594e-02 	 5.060554e-01 	 2.250547e-02 
1.126218e-02 	 5.051816e-01 	 2.282452e-02 
1.133894e-02 	 5.042413e-01 	 2.295802e-02 
1.141621e-02 	 5.034076e-01 	 2.328045e-02 
1.149402e-02 	 5.025161e-01 	 2.342114e-02 
1.157236e-02 	 5.017311e-01 	 2.374752e-02 
1.165123e-02 	 5.008821e-01 	 2.389520e-02 
1.173064e-02 	 5.001270e-01 	 2.422480e-02 
1.181058e-02 	 4.993040e-01 	 2.437875e-02 
1.189108e-02 	 4.985772e-01 	 2.471160e-02 
1.197212e-02 	 4.977904e-01 	 2.487235e-02 
1.205372e-02 	 4.971004e-01 	 2.520902e-02 
1.213587e-02 	 4.963477e-01 	 2.537653e-02 
1.221858e-02 	 4.956849e-01 	 2.571666e-02 
1.230185e-02 	 4.949616e-01 	 2.589073e-02 
1.238569e-02 	 4.943358e-01 	 2.623495e-02 
1.247011e-02 	 4.936613e-01 	 2.641668e-02 
1.255510e-02 	 4.930838e-01 	 2.676575e-02 
1.264066e-02 	 4.924479e-01 	 2.695468e-02 
1.272682e-02 	 4.918952e-01 	 2.730748e-02 
1.281355e-02 	 4.912844e-01 	 2.750292e-02 
1.290088e-02 	 4.907675e-01 	 2.786017e-02 
1.298881e-02 	 4.902069e-01 	 2.806360e-02 
1.307733e-02 	 4.897394e-01 	 2.842623e-02 
1.316646e-02 	 4.892166e-01 	 2.863704e-02 
1.325619e-02 	 4.887725e-01 	 2.900369e-02 
1.334654e-02 	 4.882725e-01 	 2.922104e-02 
1.343750e-02 	 4.878601e-01 	 2.959230e-02 
1.352909e-02 	 4.874037e-01 	 2.981749e-02 
1.362129e-02 	 4.870377e-01 	 3.019438e-02 
1.371413e-02 	 4.866262e-01 	 3.042759e-02 
1.380759e-02 	 4.863009e-01 	 3.080993e-02 
1.390170e-02 	 4.859304e-01 	 3.105101e-02 
1.399644e-02 	 4.856465e-01 	 3.143898e-02 
1.409184e-02 	 4.853190e-01 	 3.168813e-02 
1.418788e-02 	 4.850747e-01 	 3.208177e-02 
1.428457e-02 	 4.847830e-01 	 3.233861e-02 
1.438193e-02 	 4.845696e-01 	 3.273747e-02 
1.447995e-02 	 4.843101e-01 	 3.300179e-02 
1.457863e-02 	 4.841310e-01 	 3.340619e-02 
1.467799e-02 	 4.839106e-01 	 3.367853e-02 
1.477803e-02 	 4.837744e-01 	 3.408920e-02 
1.487875e-02 	 4.836034e-01 	 3.437035e-02 
1.498015e-02 	 4.835177e-01 	 3.478796e-02 
1.508225e-02 	 4.833920e-01 	 3.507775e-02 
1.518504e-02 	 4.833394e-01 	 3.550119e-02 
1.528853e-02 	 4.832408e-01 	 3.579834e-02 
1.539273e-02 	 4.832185e-01 	 3.622749e-02 
1.549764e-02 	 4.831620e-01 	 3.653314e-02 
1.560326e-02 	 4.831889e-01 	 3.696953e-02 
1.570960e-02 	 4.831831e-01 	 3.728442e-02 
1.581667e-02 	 4.832568e-01 	 3.772800e-02 
1.592447e-02 	 4.832967e-01 	 3.805184e-02 
1.603300e-02 	 4.834159e-01 	 3.850263e-02 
1.614227e-02 	 4.835038e-01 	 3.883568e-02 
1.625229e-02 	 4.836700e-01 	 3.929395e-02 
1.636305e-02 	 4.838017e-01 	 3.963593e-02 
1.647457e-02 	 4.840054e-01 	 4.010100e-02 
1.658685e-02 	 4.841734e-01 	 4.045134e-02 
1.669990e-02 	 4.844161e-01 	 4.092341e-02 
1.681372e-02 	 4.846297e-01 	 4.128293e-02 
1.692831e-02 	 4.849212e-01 	 4.176292e-02 
1.704368e-02 	 4.851847e-01 	 4.213202e-02 
1.715984e-02 	 4.855242e-01 	 4.261997e-02 
1.727679e-02 	 4.858355e-01 	 4.299855e-02 
1.739454e-02 	 4.862217e-01 	 4.349443e-02 
1.751309e-02 	 4.865800e-01 	 4.388246e-02 
1.763245e-02 	 4.870120e-01 	 4.438627e-02 
1.775262e-02 	 4.874160e-01 	 4.478365e-02 
1.787361e-02 	 4.878925e-01 	 4.529534e-02 
1.799543e-02 	 4.883444e-01 	 4.570232e-02 
1.811808e-02 	 4.888750e-01 	 4.622286e-02 
1.824156e-02 	 4.893885e-01 	 4.664074e-02 
1.836588e-02 	 4.899784e-01 	 4.717071e-02 
1.849105e-02 	 4.905405e-01 	 4.759833e-02 
1.861708e-02 	 4.911667e-01 	 4.813557e-02 
1.874396e-02 	 4.917652e-01 	 4.857171e-02 
1.887171e-02 	 4.924394e-01 	 4.911736e-02 
1.900033e-02 	 4.930997e-01 	 4.956451e-02 
1.912982e-02 	 4.938385e-01 	 5.012031e-02 
1.926020e-02 	 4.945579e-01 	 5.057823e-02 
1.939146e-02 	 4.953480e-01 	 5.114287e-02 
1.952363e-02 	 4.961156e-01 	 5.161046e-02 
1.965669e-02 	 4.969533e-01 	 5.218357e-02 
1.979066e-02 	 4.977706e-01 	 5.266093e-02 
1.992554e-02 	 4.986633e-01 	 5.324327e-02 
2.006134e-02 	 4.995454e-01 	 5.373198e-02 
2.019806e-02 	 5.005091e-01 	 5.432531e-02 
2.033572e-02 	 5.014578e-01 	 5.482556e-02 
2.047432e-02 	 5.024728e-01 	 5.542777e-02 
2.061386e-02 	 5.034620e-01 	 5.593667e-02 
2.075435e-02 	 5.045208e-01 	 5.654686e-02 
2.089580e-02 	 5.055696e-01 	 5.706641e-02 
2.103821e-02 	 5.067004e-01 	 5.768769e-02 
2.118160e-02 	 5.078232e-01 	 5.821949e-02 
2.132596e-02 	 5.090212e-01 	 5.885133e-02 
2.147130e-02 	 5.102046e-01 	 5.939381e-02 
2.161764e-02 	 5.114570e-01 	 6.003469e-02 
2.176497e-02 	 5.126904e-01 	 6.058648e-02 
2.191331e-02 	 5.139919e-01 	 6.123565e-02 
2.206266e-02 	 5.152843e-01 	 6.179768e-02 
2.221302e-02 	 5.166602e-01 	 6.245808e-02 
2.236441e-02 	 5.180373e-01 	 6.303332e-02 
2.251684e-02 	 5.194926e-01 	 6.370552e-02 
2.267030e-02 	 5.209362e-01 	 6.429173e-02 
2.282481e-02 	 5.224484e-01 	 6.497288e-02 
2.298037e-02 	 5.239484e-01 	 6.556863e-02 
2.313699e-02 	 5.255205e-01 	 6.625895e-02 
2.329467e-02 	 5.270836e-01 	 6.686488e-02 
2.345344e-02 	 5.287187e-01 	 6.756461e-02 
2.361328e-02 	 5.303448e-01 	 6.818051e-02 
2.377422e-02 	 5.320462e-01 	 6.888988e-02 
2.393625e-02 	 5.337490e-01 	 6.951736e-02 
2.409938e-02 	 5.355394e-01 	 7.023917e-02 
2.426363e-02 	 5.373324e-01 	 7.087982e-02 
2.442900e-02 	 5.391951e-01 	 7.161180e-02 
2.459549e-02 	 5.410367e-01 	 7.225995e-02 
2.476312e-02 	 5.429402e-01 	 7.299763e-02 
2.493189e-02 	 5.448391e-01 	 7.365410e-02 
2.510181e-02 	 5.468235e-01 	 7.440263e-02 
2.527289e-02 	 5.488151e-01 	 7.507198e-02 
2.544513e-02 	 5.508859e-01 	 7.583191e-02 
2.561855e-02 	 5.529527e-01 	 7.651155e-02 
2.579315e-02 	 5.550933e-01 	 7.728041e-02 
2.596894e-02 	 5.572332e-01 	 7.796979e-02 
2.614593e-02 	 5.594514e-01 	 7.874841e-02 
2.632413e-02 	 5.616699e-01 	 7.944802e-02 
2.650354e-02 	 5.639625e-01 	 8.023571e-02 
2.668417e-02 	 5.662508e-01 	 8.094405e-02 
2.686603e-02 	 5.686127e-01 	 8.173980e-02 
2.704914e-02 	 5.709750e-01 	 8.245713e-02 
2.723349e-02 	 5.734161e-01 	 8.326208e-02 
2.741909e-02 	 5.758624e-01 	 8.398957e-02 
2.760597e-02 	 5.783910e-01 	 8.480469e-02 
2.779411e-02 	 5.809266e-01 	 8.554287e-02 
2.798354e-02 	 5.835380e-01 	 8.636722e-02 
2.817426e-02 	 5.861420e-01 	 8.711271e-02 
2.836628e-02 	 5.888089e-01 	 8.794197e-02 
2.855961e-02 	 5.914709e-01 	 8.869287e-02 
2.875425e-02 	 5.942116e-01 	 8.952941e-02 
2.895022e-02 	 5.969622e-01 	 9.029001e-02 
2.914753e-02 	 5.997930e-01 	 9.113606e-02 
2.934618e-02 	 6.026242e-01 	 9.190491e-02 
2.954619e-02 	 6.055264e-01 	 9.275739e-02 
2.974756e-02 	 6.084277e-01 	 9.353258e-02 
2.995030e-02 	 6.114040e-01 	 9.439165e-02 
3.015442e-02 	 6.143814e-01 	 9.517387e-02 
3.035994e-02 	 6.174275e-01 	 9.603860e-02 
3.056685e-02 	 6.204620e-01 	 9.682465e-02 
3.077518e-02 	 6.235564e-01 	 9.769149e-02 
3.098492e-02 	 6.266439e-01 	 9.848046e-02 
3.119610e-02 	 6.298050e-01 	 9.935203e-02 
3.140871e-02 	 6.329699e-01 	 1.001476e-01 
3.162278e-02 	 6.362095e-01 	 1.010256e-01 
3.183830e-02 	 6.394482e-01 	 1.018270e-01 
3.205529e-02 	 6.427570e-01 	 1.027099e-01 
3.227376e-02 	 6.460625e-01 	 1.035160e-01 
3.249372e-02 	 6.494365e-01 	 1.044032e-01 
3.271518e-02 	 6.528082e-01 	 1.052138e-01 
3.293814e-02 	 6.562535e-01 	 1.061062e-01 
3.316263e-02 	 6.597033e-01 	 1.069232e-01 
3.338865e-02 	 6.632159e-01 	 1.078203e-01 
3.361620e-02 	 6.666902e-01 	 1.086352e-01 
3.384531e-02 	 6.701726e-01 	 1.095211e-01 
3.407598e-02 	 6.736443e-01 	 1.103295e-01 
3.430822e-02 	 6.772916e-01 	 1.112362e-01 
3.454205e-02 	 6.811590e-01 	 1.121038e-01 
3.477747e-02 	 6.853390e-01 	 1.130927e-01 
3.501449e-02 	 6.897180e-01 	 1.140397e-01 
3.525313e-02 	 6.943200e-01 	 1.150940e-01 
3.549339e-02 	 6.990205e-01 	 1.160902e-01 
3.573529e-02 	 7.038322e-01 	 1.171757e-01 
3.597884e-02 	 7.086176e-01 	 1.181825e-01 
