1.003402e-02 	 4.336350e+04 	 2.536977e+04 	 1.789478e+03 	 4.334466e+04 	 2.532485e+04 	 1.779437e+03 
1.010241e-02 	 4.345674e+04 	 2.542423e+04 	 1.793301e+03 	 4.343760e+04 	 2.537860e+04 	 1.783101e+03 
1.017126e-02 	 4.354896e+04 	 2.547809e+04 	 1.797082e+03 	 4.352952e+04 	 2.543174e+04 	 1.786688e+03 
1.024058e-02 	 4.364008e+04 	 2.553131e+04 	 1.800816e+03 	 4.362033e+04 	 2.548422e+04 	 1.790253e+03 
1.031037e-02 	 4.373004e+04 	 2.558385e+04 	 1.804503e+03 	 4.370998e+04 	 2.553602e+04 	 1.793793e+03 
1.038064e-02 	 4.381881e+04 	 2.563569e+04 	 1.808140e+03 	 4.379844e+04 	 2.558711e+04 	 1.797191e+03 
1.045139e-02 	 4.390637e+04 	 2.568682e+04 	 1.811727e+03 	 4.388568e+04 	 2.563748e+04 	 1.800622e+03 
1.052262e-02 	 4.399274e+04 	 2.573725e+04 	 1.815264e+03 	 4.397172e+04 	 2.568713e+04 	 1.803970e+03 
1.059434e-02 	 4.407796e+04 	 2.578700e+04 	 1.818753e+03 	 4.405661e+04 	 2.573610e+04 	 1.807177e+03 
1.066654e-02 	 4.416194e+04 	 2.583604e+04 	 1.822190e+03 	 4.414026e+04 	 2.578434e+04 	 1.810535e+03 
1.073924e-02 	 4.424447e+04 	 2.588422e+04 	 1.825568e+03 	 4.422245e+04 	 2.583172e+04 	 1.813742e+03 
1.081243e-02 	 4.432533e+04 	 2.593142e+04 	 1.828876e+03 	 4.430297e+04 	 2.587811e+04 	 1.816788e+03 
1.088612e-02 	 4.440457e+04 	 2.597767e+04 	 1.832116e+03 	 4.438187e+04 	 2.592354e+04 	 1.819912e+03 
1.096031e-02 	 4.448252e+04 	 2.602317e+04 	 1.835303e+03 	 4.445947e+04 	 2.596820e+04 	 1.822892e+03 
1.103501e-02 	 4.455953e+04 	 2.606811e+04 	 1.838450e+03 	 4.453612e+04 	 2.601230e+04 	 1.825860e+03 
1.111022e-02 	 4.463568e+04 	 2.611255e+04 	 1.841562e+03 	 4.461191e+04 	 2.605588e+04 	 1.828820e+03 
1.118594e-02 	 4.471080e+04 	 2.615638e+04 	 1.844630e+03 	 4.468666e+04 	 2.609884e+04 	 1.831647e+03 
1.126218e-02 	 4.478468e+04 	 2.619949e+04 	 1.847647e+03 	 4.476017e+04 	 2.614106e+04 	 1.834482e+03 
1.133894e-02 	 4.485706e+04 	 2.624172e+04 	 1.850601e+03 	 4.483217e+04 	 2.618240e+04 	 1.837254e+03 
1.141621e-02 	 4.492757e+04 	 2.628285e+04 	 1.853478e+03 	 4.490231e+04 	 2.622263e+04 	 1.839920e+03 
1.149402e-02 	 4.499591e+04 	 2.632271e+04 	 1.856264e+03 	 4.497026e+04 	 2.626157e+04 	 1.842466e+03 
1.157236e-02 	 4.506221e+04 	 2.636138e+04 	 1.858966e+03 	 4.503618e+04 	 2.629931e+04 	 1.844989e+03 
1.165123e-02 	 4.512699e+04 	 2.639915e+04 	 1.861604e+03 	 4.510056e+04 	 2.633614e+04 	 1.847420e+03 
1.173064e-02 	 4.519069e+04 	 2.643629e+04 	 1.864198e+03 	 4.516387e+04 	 2.637234e+04 	 1.849809e+03 
1.181058e-02 	 4.525332e+04 	 2.647280e+04 	 1.866747e+03 	 4.522608e+04 	 2.640788e+04 	 1.852095e+03 
1.189108e-02 	 4.531452e+04 	 2.650848e+04 	 1.869236e+03 	 4.528688e+04 	 2.644258e+04 	 1.854415e+03 
1.197212e-02 	 4.537402e+04 	 2.654316e+04 	 1.871655e+03 	 4.534597e+04 	 2.647627e+04 	 1.856547e+03 
1.205372e-02 	 4.543189e+04 	 2.657687e+04 	 1.874005e+03 	 4.540341e+04 	 2.650899e+04 	 1.858736e+03 
1.213587e-02 	 4.548839e+04 	 2.660979e+04 	 1.876299e+03 	 4.545949e+04 	 2.654090e+04 	 1.860782e+03 
1.221858e-02 	 4.554373e+04 	 2.664203e+04 	 1.878544e+03 	 4.551440e+04 	 2.657211e+04 	 1.862784e+03 
1.230185e-02 	 4.559761e+04 	 2.667341e+04 	 1.880728e+03 	 4.556784e+04 	 2.660245e+04 	 1.864731e+03 
1.238569e-02 	 4.564947e+04 	 2.670361e+04 	 1.882829e+03 	 4.561926e+04 	 2.663160e+04 	 1.866631e+03 
1.247011e-02 	 4.569888e+04 	 2.673237e+04 	 1.884827e+03 	 4.566822e+04 	 2.665929e+04 	 1.868345e+03 
1.255510e-02 	 4.574616e+04 	 2.675988e+04 	 1.886738e+03 	 4.571505e+04 	 2.668574e+04 	 1.870068e+03 
1.264066e-02 	 4.579196e+04 	 2.678653e+04 	 1.888586e+03 	 4.576040e+04 	 2.671129e+04 	 1.871647e+03 
1.272682e-02 	 4.583677e+04 	 2.681259e+04 	 1.890394e+03 	 4.580475e+04 	 2.673626e+04 	 1.873207e+03 
1.281355e-02 	 4.588018e+04 	 2.683783e+04 	 1.892142e+03 	 4.584768e+04 	 2.676038e+04 	 1.874671e+03 
1.290088e-02 	 4.592144e+04 	 2.686182e+04 	 1.893802e+03 	 4.588848e+04 	 2.678324e+04 	 1.876102e+03 
1.298881e-02 	 4.596005e+04 	 2.688425e+04 	 1.895351e+03 	 4.592661e+04 	 2.680453e+04 	 1.877403e+03 
1.307733e-02 	 4.599645e+04 	 2.690538e+04 	 1.896809e+03 	 4.596252e+04 	 2.682451e+04 	 1.878561e+03 
1.316646e-02 	 4.603135e+04 	 2.692564e+04 	 1.898204e+03 	 4.599694e+04 	 2.684360e+04 	 1.879759e+03 
1.325619e-02 	 4.606528e+04 	 2.694532e+04 	 1.899559e+03 	 4.603037e+04 	 2.686210e+04 	 1.880821e+03 
1.334654e-02 	 4.609784e+04 	 2.696421e+04 	 1.900856e+03 	 4.606243e+04 	 2.687979e+04 	 1.881853e+03 
1.343750e-02 	 4.612846e+04 	 2.698195e+04 	 1.902073e+03 	 4.609254e+04 	 2.689632e+04 	 1.882787e+03 
1.352909e-02 	 4.615668e+04 	 2.699828e+04 	 1.903190e+03 	 4.612024e+04 	 2.691144e+04 	 1.883604e+03 
1.362129e-02 	 4.618256e+04 	 2.701325e+04 	 1.904210e+03 	 4.614561e+04 	 2.692517e+04 	 1.884385e+03 
1.371413e-02 	 4.620626e+04 	 2.702694e+04 	 1.905139e+03 	 4.616879e+04 	 2.693762e+04 	 1.885044e+03 
1.380759e-02 	 4.622789e+04 	 2.703942e+04 	 1.905982e+03 	 4.618989e+04 	 2.694883e+04 	 1.885571e+03 
1.390170e-02 	 4.624739e+04 	 2.705064e+04 	 1.906737e+03 	 4.620885e+04 	 2.695878e+04 	 1.886041e+03 
1.399644e-02 	 4.626466e+04 	 2.706057e+04 	 1.907399e+03 	 4.622558e+04 	 2.696742e+04 	 1.886435e+03 
1.409184e-02 	 4.627973e+04 	 2.706920e+04 	 1.907970e+03 	 4.624010e+04 	 2.697474e+04 	 1.886717e+03 
1.418788e-02 	 4.629278e+04 	 2.707665e+04 	 1.908456e+03 	 4.625260e+04 	 2.698087e+04 	 1.886903e+03 
1.428457e-02 	 4.630406e+04 	 2.708305e+04 	 1.908869e+03 	 4.626332e+04 	 2.698595e+04 	 1.887011e+03 
1.438193e-02 	 4.631368e+04 	 2.708849e+04 	 1.909213e+03 	 4.627238e+04 	 2.699004e+04 	 1.887061e+03 
1.447995e-02 	 4.632149e+04 	 2.709286e+04 	 1.909482e+03 	 4.627962e+04 	 2.699306e+04 	 1.887018e+03 
1.457863e-02 	 4.632733e+04 	 2.709608e+04 	 1.909668e+03 	 4.628488e+04 	 2.699490e+04 	 1.886898e+03 
