1.003402e-06 	 1.296017e+07 	 1.407305e+06 	 4.620089e+04 	 -3.087414e+04 
1.010241e-06 	 1.294417e+07 	 1.449311e+06 	 4.141645e+03 	 3.098134e+04 
1.017126e-06 	 1.293801e+07 	 1.444780e+06 	 4.720338e+04 	 -3.034025e+04 
1.024058e-06 	 1.292181e+07 	 1.486870e+06 	 5.888303e+03 	 3.048271e+04 
1.031037e-06 	 1.291528e+07 	 1.483180e+06 	 4.828556e+04 	 -2.981372e+04 
1.038064e-06 	 1.289887e+07 	 1.525370e+06 	 7.704917e+03 	 2.999398e+04 
1.045139e-06 	 1.289196e+07 	 1.522526e+06 	 4.945126e+04 	 -2.929433e+04 
1.052262e-06 	 1.287534e+07 	 1.564832e+06 	 9.595638e+03 	 2.951513e+04 
1.059434e-06 	 1.286806e+07 	 1.562839e+06 	 5.070457e+04 	 -2.878182e+04 
1.066654e-06 	 1.285121e+07 	 1.605277e+06 	 1.156483e+04 	 2.904612e+04 
1.073924e-06 	 1.284354e+07 	 1.604139e+06 	 5.204976e+04 	 -2.827591e+04 
1.081243e-06 	 1.282646e+07 	 1.646725e+06 	 1.361706e+04 	 2.858695e+04 
1.088612e-06 	 1.281840e+07 	 1.646447e+06 	 5.349136e+04 	 -2.777635e+04 
1.096031e-06 	 1.280107e+07 	 1.689198e+06 	 1.575716e+04 	 2.813763e+04 
1.103501e-06 	 1.279262e+07 	 1.689786e+06 	 5.503411e+04 	 -2.728285e+04 
1.111022e-06 	 1.277504e+07 	 1.732717e+06 	 1.799018e+04 	 2.769818e+04 
1.118594e-06 	 1.276618e+07 	 1.734176e+06 	 5.668302e+04 	 -2.679512e+04 
1.126218e-06 	 1.274835e+07 	 1.777304e+06 	 2.032143e+04 	 2.726863e+04 
1.133894e-06 	 1.273908e+07 	 1.779639e+06 	 5.844337e+04 	 -2.631287e+04 
1.141621e-06 	 1.272097e+07 	 1.822980e+06 	 2.275650e+04 	 2.684903e+04 
1.149402e-06 	 1.271129e+07 	 1.826197e+06 	 6.032071e+04 	 -2.583578e+04 
1.157236e-06 	 1.269291e+07 	 1.869768e+06 	 2.530125e+04 	 2.643945e+04 
1.165123e-06 	 1.268280e+07 	 1.873874e+06 	 6.232088e+04 	 -2.536352e+04 
1.173064e-06 	 1.266413e+07 	 1.917690e+06 	 2.796184e+04 	 2.603997e+04 
1.181058e-06 	 1.265360e+07 	 1.922690e+06 	 6.445003e+04 	 -2.489576e+04 
1.189108e-06 	 1.263463e+07 	 1.966769e+06 	 3.074474e+04 	 2.565069e+04 
1.197212e-06 	 1.262366e+07 	 1.972669e+06 	 6.671463e+04 	 -2.443214e+04 
1.205372e-06 	 1.260439e+07 	 2.017026e+06 	 3.365675e+04 	 2.527174e+04 
1.213587e-06 	 1.259298e+07 	 2.023833e+06 	 6.912149e+04 	 -2.397228e+04 
1.221858e-06 	 1.257339e+07 	 2.068486e+06 	 3.670500e+04 	 2.490327e+04 
1.230185e-06 	 1.256153e+07 	 2.076206e+06 	 7.167776e+04 	 -2.351580e+04 
1.238569e-06 	 1.254162e+07 	 2.121170e+06 	 3.989700e+04 	 2.454544e+04 
1.247011e-06 	 1.252930e+07 	 2.129811e+06 	 7.439097e+04 	 -2.306228e+04 
1.255510e-06 	 1.250905e+07 	 2.175103e+06 	 4.324061e+04 	 2.419845e+04 
1.264066e-06 	 1.249627e+07 	 2.184670e+06 	 7.726904e+04 	 -2.261128e+04 
1.272682e-06 	 1.247568e+07 	 2.230306e+06 	 4.674411e+04 	 2.386252e+04 
1.281355e-06 	 1.246242e+07 	 2.240808e+06 	 8.032028e+04 	 -2.216235e+04 
1.290088e-06 	 1.244148e+07 	 2.286804e+06 	 5.041616e+04 	 2.353791e+04 
1.298881e-06 	 1.242774e+07 	 2.298246e+06 	 8.355345e+04 	 -2.171500e+04 
1.307733e-06 	 1.240644e+07 	 2.344619e+06 	 5.426588e+04 	 2.322489e+04 
1.316646e-06 	 1.239221e+07 	 2.357010e+06 	 8.697771e+04 	 -2.126872e+04 
1.325619e-06 	 1.237054e+07 	 2.403775e+06 	 5.830283e+04 	 2.292379e+04 
1.334654e-06 	 1.235581e+07 	 2.417121e+06 	 9.060274e+04 	 -2.082295e+04 
1.343750e-06 	 1.233375e+07 	 2.464294e+06 	 6.253704e+04 	 2.263495e+04 
1.352909e-06 	 1.231852e+07 	 2.478603e+06 	 9.443867e+04 	 -2.037711e+04 
1.362129e-06 	 1.229607e+07 	 2.526202e+06 	 6.697904e+04 	 2.235878e+04 
1.371413e-06 	 1.228033e+07 	 2.541480e+06 	 9.849614e+04 	 -1.993059e+04 
1.380759e-06 	 1.225747e+07 	 2.589519e+06 	 7.163988e+04 	 2.209570e+04 
1.390170e-06 	 1.224121e+07 	 2.605774e+06 	 1.027863e+05 	 -1.948273e+04 
1.399644e-06 	 1.221794e+07 	 2.654269e+06 	 7.653115e+04 	 2.184619e+04 
1.409184e-06 	 1.220115e+07 	 2.671509e+06 	 1.073210e+05 	 -1.903281e+04 
1.418788e-06 	 1.217745e+07 	 2.720476e+06 	 8.166500e+04 	 2.161079e+04 
1.428457e-06 	 1.216012e+07 	 2.738707e+06 	 1.121124e+05 	 -1.858011e+04 
1.438193e-06 	 1.213599e+07 	 2.788161e+06 	 8.705418e+04 	 2.139007e+04 
1.447995e-06 	 1.211811e+07 	 2.807390e+06 	 1.171735e+05 	 -1.812380e+04 
1.457863e-06 	 1.209353e+07 	 2.857347e+06 	 9.271206e+04 	 2.118467e+04 
